id,label,uri,type,type_generic,predicate_type
2828,dandelion (not further specified),http://purl.obolibrary.org/obo/FOODON_03311759,food,food,
2829,warm summer climatic zone,http://purl.obolibrary.org/obo/FOODON_03520500,food,food,
2830,siamese cassia plant,http://purl.obolibrary.org/obo/FOODON_03415012,food,food,
2831,38170 - algae based formulations (e.g. spirulina; chlorella) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543817,food,food,
2832,golden king crab,http://purl.obolibrary.org/obo/FOODON_03412343,food,food,
2833,shiitake mushroom extract (food product),http://purl.obolibrary.org/obo/FOODON_03301324,food,food,
2834,cow buttermilk (dried),http://purl.obolibrary.org/obo/FOODON_03301815,food,food,
2835,lemon verbena plant,http://purl.obolibrary.org/obo/FOODON_03412953,food,food,
2836,obsolete: pimiento pepper product,http://purl.obolibrary.org/obo/FOODON_00002117,food,food,
2837,black pudding,http://purl.obolibrary.org/obo/FOODON_00002557,food,food,
2838,asiago cheese (old; block),http://purl.obolibrary.org/obo/FOODON_03315067,food,food,
2839,coconut (grated; in coconut oil),http://purl.obolibrary.org/obo/FOODON_03305686,food,food,
2840,pistachio pudding (artificially flavored; instant),http://purl.obolibrary.org/obo/FOODON_03310887,food,food,
2841,wheat (crushed),http://purl.obolibrary.org/obo/FOODON_03317229,food,food,
2842,green olive (stuffed with anchovies; canned),http://purl.obolibrary.org/obo/FOODON_03311142,food,food,
2843,04350 - sweet potato leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540435,food,food,
2844,vanilla powder,http://purl.obolibrary.org/obo/FOODON_03316761,food,food,
2845,03270 - wheat semolina porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540327,food,food,
2846,pasteurized process cheese (hickory-smoked),http://purl.obolibrary.org/obo/FOODON_03303654,food,food,
2847,nonfat dry milk,http://purl.obolibrary.org/obo/FOODON_03301657,food,food,
2848,05430 - borage stems (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540543,food,food,
2849,32300 - fruit juice concentrates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543230,food,food,
2850,adzuki bean flour,http://purl.obolibrary.org/obo/FOODON_03309898,food,food,
2851,bulbous chervil plant,http://purl.obolibrary.org/obo/FOODON_03413440,food,food,
2852,07870 - fusarium venenatum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540787,food,food,
2853,blueberry (frozen),http://purl.obolibrary.org/obo/FOODON_03302120,food,food,
2854,food animal rendering process,http://purl.obolibrary.org/obo/FOODON_03460760,food,food,
2855,mule meat (raw),http://purl.obolibrary.org/obo/FOODON_03306457,food,food,
2856,cheese spread,http://purl.obolibrary.org/obo/FOODON_03302019,food,food,
2857,squash (peeled),http://purl.obolibrary.org/obo/FOODON_03306878,food,food,
2858,cow sour milk (powdered),http://purl.obolibrary.org/obo/FOODON_03304374,food,food,
2859,USDA SR finfish and shellfish products (1500),http://purl.obolibrary.org/obo/FOODON_03401285,food,food,
2860,daikon (whole; raw),http://purl.obolibrary.org/obo/FOODON_00003076,food,food,
2861,cassava flour,http://purl.obolibrary.org/obo/FOODON_03310125,food,food,
2862,dog biscuit,http://purl.obolibrary.org/obo/FOODON_03303582,food,food,
2863,vegetarian sandwich,http://purl.obolibrary.org/obo/FOODON_00002133,food,food,
2864,cream type product; canned,http://purl.obolibrary.org/obo/FOODON_03317261,food,food,
2865,30000 - syrups (molasses and other syrups) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543000,food,food,
2866,john's snapper,http://purl.obolibrary.org/obo/FOODON_03412313,food,food,
2867,dessert prepared from dry mix,http://purl.obolibrary.org/obo/FOODON_03315073,food,food,
2868,beverage vegetable,http://purl.obolibrary.org/obo/FOODON_03315290,food,food,
2869,cooking in small amount of fat or oil,http://purl.obolibrary.org/obo/FOODON_03450026,food,food,formed as a result of
2870,french bread (enriched),http://purl.obolibrary.org/obo/FOODON_03302687,food,food,
2871,memmi,http://purl.obolibrary.org/obo/FOODON_03304343,food,food,
2872,filling (refrigerated; ready-to-serve),http://purl.obolibrary.org/obo/FOODON_03316970,food,food,
2873,codfish stick (frozen),http://purl.obolibrary.org/obo/FOODON_03307451,food,food,
2874,02670 - meringue tart (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540267,food,food,
2875,beverage (carbonated; vitamin- and mineral-fortified),http://purl.obolibrary.org/obo/FOODON_03303716,food,food,
2876,beef-flavored gravy mix (dry; instant),http://purl.obolibrary.org/obo/FOODON_03306419,food,food,
2877,10730 - borlotti or other common beans (dry) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541073,food,food,
2878,grape extract,http://purl.obolibrary.org/obo/FOODON_00001162,food,food,
2879,36790 - guarana (infusion seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543679,food,food,
2880,43380 - paprika flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544338,food,food,
2881,boysenberry jelly,http://purl.obolibrary.org/obo/FOODON_03305952,food,food,
2882,remoulade mix (instant),http://purl.obolibrary.org/obo/FOODON_03308801,food,food,
2883,pollan,http://purl.obolibrary.org/obo/FOODON_03414052,food,food,
2884,saithe,http://purl.obolibrary.org/obo/FOODON_03411440,food,food,
2885,fish fillet (frozen),http://purl.obolibrary.org/obo/FOODON_03305143,food,food,
2886,39480 - finger food (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543948,food,food,
2887,01770 - pasta wholemeal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540177,food,food,
2888,margarine (vitamin-fortified),http://purl.obolibrary.org/obo/FOODON_03302446,food,food,
2889,04700 - head brassica (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540470,food,food,
2890,shortcake biscuit,http://purl.obolibrary.org/obo/FOODON_03303141,food,food,
2891,27540 - halloumi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542754,food,food,
2892,crumpet frozen,http://purl.obolibrary.org/obo/FOODON_03311501,food,food,
2893,Ymer,http://purl.obolibrary.org/obo/FOODON_00003184,food,food,
2894,asparagus (frozen),http://purl.obolibrary.org/obo/FOODON_03301366,food,food,
2895,rice grain food product,http://purl.obolibrary.org/obo/FOODON_03301641,food,food,
2896,batter,http://purl.obolibrary.org/obo/FOODON_03301304,food,food,
2897,01530 - wheat crisp bread (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540153,food,food,
2898,shee fish (canned),http://purl.obolibrary.org/obo/FOODON_03309289,food,food,
2899,quiche with imitation bacon bits,http://purl.obolibrary.org/obo/FOODON_03310084,food,food,
2900,zedoary plant,http://purl.obolibrary.org/obo/FOODON_03412947,food,food,
2901,10420 - stink beans (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541042,food,food,
2902,beverage base (lemonade-flavored; dry),http://purl.obolibrary.org/obo/FOODON_03306242,food,food,
2903,26700 - horse milk (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542670,food,food,
2904,curled octopus,http://purl.obolibrary.org/obo/FOODON_03413681,food,food,
2905,36360 - cowslip infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543636,food,food,
2906,sausage and biscuit sandwich,http://purl.obolibrary.org/obo/FOODON_03304667,food,food,
2907,freckled pike-conger,http://purl.obolibrary.org/obo/FOODON_03412536,food,food,
2908,03230 - cornmeal porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540323,food,food,
2909,15  manufactured foods (multi-ingredient) of plant origin (ccpr),http://purl.obolibrary.org/obo/FOODON_03400663,food,food,
2910,fish product (alkali-treated),http://purl.obolibrary.org/obo/FOODON_03315535,food,food,
2911,thorn-apple plant,http://purl.obolibrary.org/obo/FOODON_03414984,food,food,
2912,32640 - tap water (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543264,food,food,
2913,20870 - pig trotters and feet (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542087,food,food,
2914,tomato juice drink,http://purl.obolibrary.org/obo/FOODON_03307461,food,food,
2915,hyacinth bean (whole),http://purl.obolibrary.org/obo/FOODON_03309749,food,food,
2916,sausage seasoning,http://purl.obolibrary.org/obo/FOODON_03306594,food,food,
2917,peach (frozen),http://purl.obolibrary.org/obo/FOODON_03301272,food,food,
2918,candlenut plant,http://purl.obolibrary.org/obo/FOODON_03414351,food,food,
2919,32560 - extracts of plant origin (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543256,food,food,
2920,chokecherry plant,http://purl.obolibrary.org/obo/FOODON_03412044,food,food,
2921,gelatin dessert (prepared),http://purl.obolibrary.org/obo/FOODON_03305345,food,food,
2922,candy made with rum,http://purl.obolibrary.org/obo/FOODON_03305109,food,food,
2923,corn (cream-style; canned),http://purl.obolibrary.org/obo/FOODON_03303191,food,food,
2924,whipped cream,http://purl.obolibrary.org/obo/FOODON_03302897,food,food,
2925,21240 - porchetta (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542124,food,food,
2926,black cumin seed,http://purl.obolibrary.org/obo/FOODON_00002966,food,food,
2927,shellfish (deep-frozen; boiled),http://purl.obolibrary.org/obo/FOODON_03315531,food,food,
2928,shrimp cocktail,http://purl.obolibrary.org/obo/FOODON_03308565,food,food,
2929,refined or partially-refined food product,http://purl.obolibrary.org/obo/FOODON_00002196,food,food,
2930,swiss pine plant,http://purl.obolibrary.org/obo/FOODON_03415029,food,food,
2931,fantail shrimp (raw; breaded; frozen),http://purl.obolibrary.org/obo/FOODON_03308671,food,food,
2932,black raspberry food product,http://purl.obolibrary.org/obo/FOODON_00001651,food,food,
2933,kidney bean (whole; raw),http://purl.obolibrary.org/obo/FOODON_03310014,food,food,
2934,cheese enchilada (frozen),http://purl.obolibrary.org/obo/FOODON_03307355,food,food,
2935,mammalian milk (preserved),http://purl.obolibrary.org/obo/FOODON_03316058,food,food,
2936,swine carcass,http://purl.obolibrary.org/obo/FOODON_03311719,food,food,
2937,virginia peanut (whole; skin off; salted),http://purl.obolibrary.org/obo/FOODON_03306905,food,food,
2938,longan tree,http://purl.obolibrary.org/obo/FOODON_03411628,food,food,
2939,red kingklip,http://purl.obolibrary.org/obo/FOODON_03411859,food,food,
2940,food stabilizer,http://purl.obolibrary.org/obo/FOODON_03460368,food,food,
2941,yellow corn meal (self-rising),http://purl.obolibrary.org/obo/FOODON_03316846,food,food,
2942,50320000 - vegetables - unprepared/unprocessed (shelf stable) (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401400,food,food,
2943,eremophila plant,http://purl.obolibrary.org/obo/FOODON_03414768,food,food,
2944,pepper (raw),http://purl.obolibrary.org/obo/FOODON_03309928,food,food,
2945,09610 - main-crop potatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540961,food,food,
2946,wheat (hard; red; winter),http://purl.obolibrary.org/obo/FOODON_03311425,food,food,
2947,protein doughnut,http://purl.obolibrary.org/obo/FOODON_03307199,food,food,
2948,rolled grain,http://purl.obolibrary.org/obo/FOODON_00001570,food,food,
2949,yellow summer squash (whole; raw),http://purl.obolibrary.org/obo/FOODON_03309596,food,food,
2950,dessert (eurofir),http://purl.obolibrary.org/obo/FOODON_03400864,food,food,
2951,pinto bean (whole),http://purl.obolibrary.org/obo/FOODON_03309759,food,food,
2952,sarsaparilla food product,http://purl.obolibrary.org/obo/FOODON_00002492,food,food,
2953,beef seasoning,http://purl.obolibrary.org/obo/FOODON_03302090,food,food,
2954,whole; shape achieved by forming; thickness 1.5-7 cm.,http://purl.obolibrary.org/obo/FOODON_03430105,food,food,has quality
2955,cusk fillet (frozen),http://purl.obolibrary.org/obo/FOODON_03309048,food,food,
2956,true goby,http://purl.obolibrary.org/obo/FOODON_03412542,food,food,
2957,milk substitute,http://purl.obolibrary.org/obo/FOODON_03305408,food,food,
2958,sunfish family,http://purl.obolibrary.org/obo/FOODON_03411818,food,food,
2959,sweet corn (blanched),http://purl.obolibrary.org/obo/FOODON_03311612,food,food,
2960,rawhide dog chew,http://purl.obolibrary.org/obo/FOODON_00003310,food,food,
2961,peach (cherry-flavored; canned),http://purl.obolibrary.org/obo/FOODON_03307017,food,food,
2962,50310100 - fruits - unprepared/unprocessed (shelf stable) (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401350,food,food,
2963,50122400 - seafood variety packs (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401164,food,food,
2964,41570 - soya proteins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544157,food,food,
2965,44060 - whiskey flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544406,food,food,
2966,candy type product (compressed),http://purl.obolibrary.org/obo/FOODON_03316444,food,food,
2967,peanut food product,http://purl.obolibrary.org/obo/FOODON_00002099,food,food,
2968,apple and grape juice (food product),http://purl.obolibrary.org/obo/FOODON_03305765,food,food,
2969,croaker (raw),http://purl.obolibrary.org/obo/FOODON_03308183,food,food,
2970,05290 - rapini (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540529,food,food,
2971,jack bean (whole),http://purl.obolibrary.org/obo/FOODON_00002778,food,food,
2972,potato (shoestring),http://purl.obolibrary.org/obo/FOODON_03307732,food,food,
2973,longhorn cheddar cheese,http://purl.obolibrary.org/obo/FOODON_03303505,food,food,
2974,14300 - tangelolos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541430,food,food,
2975,corn (cracked),http://purl.obolibrary.org/obo/FOODON_03310986,food,food,
2976,10820 - lima beans (dry) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541082,food,food,
2977,casaba melon plant,http://purl.obolibrary.org/obo/FOODON_03411102,food,food,
2978,semisolid with smooth consistency,http://purl.obolibrary.org/obo/FOODON_03430119,food,food,has quality
2979,legume food product,http://purl.obolibrary.org/obo/FOODON_00001264,food,food,
2980,24650 - fish offal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542465,food,food,
2981,Flying barb fish,http://purl.obolibrary.org/obo/FOODON_00002893,food,food,
2982,imitation wine,http://purl.obolibrary.org/obo/FOODON_03307300,food,food,
2983,extent of fat trim,http://purl.obolibrary.org/obo/FOODON_03530107,food,food,
2984,giant goby,http://purl.obolibrary.org/obo/FOODON_03413925,food,food,
2985,arizona trout,http://purl.obolibrary.org/obo/FOODON_03414059,food,food,
2986,16850 - camu camus (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541685,food,food,
2987,03300 - porridge milk based (ready to eat) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540330,food,food,
2988,fruit punch beverage base (artificially sweetened; artificially flavored),http://purl.obolibrary.org/obo/FOODON_03302282,food,food,
2989,blueback herring (raw),http://purl.obolibrary.org/obo/FOODON_03308205,food,food,
2990,rock candy,http://purl.obolibrary.org/obo/FOODON_03303745,food,food,
2991,jerusalem artichoke vegetable food product,http://purl.obolibrary.org/obo/FOODON_00001979,food,food,
2992,potato (cooked; dehydrated; refrigerated),http://purl.obolibrary.org/obo/FOODON_03311680,food,food,
2993,wrapper; material unspecified,http://purl.obolibrary.org/obo/FOODON_03490211,food,food,surrounded by
2994,agretti plant,http://purl.obolibrary.org/obo/FOODON_03414330,food,food,
2995,muskellunge,http://purl.obolibrary.org/obo/FOODON_03411165,food,food,
2996,shrimp creole (dish),http://purl.obolibrary.org/obo/FOODON_03308078,food,food,
2997,sweetened coating mix for snack food,http://purl.obolibrary.org/obo/FOODON_03315713,food,food,
2998,11150 - tepary bean (dry seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541115,food,food,
2999,28010 - cheese; bundnerkase (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542801,food,food,
3000,pear tomato (canned),http://purl.obolibrary.org/obo/FOODON_03309583,food,food,
3001,42970 - ketchup flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544297,food,food,
3002,mutton (minced; cooked),http://purl.obolibrary.org/obo/FOODON_03311598,food,food,
3003,imitation jelly sweetened with sorbitol,http://purl.obolibrary.org/obo/FOODON_03304986,food,food,
3004,28870 - cheese; murcia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542887,food,food,
3005,cheese made from reconstituted milk,http://purl.obolibrary.org/obo/FOODON_03303536,food,food,
3006,rock sole,http://purl.obolibrary.org/obo/FOODON_03411868,food,food,
3007,baltic herring filet fully preserved,http://purl.obolibrary.org/obo/FOODON_03317258,food,food,
3008,calamus plant,http://purl.obolibrary.org/obo/FOODON_03413423,food,food,
3009,specialty meat stew,http://purl.obolibrary.org/obo/FOODON_03317595,food,food,
3010,mixed vegetables (frozen),http://purl.obolibrary.org/obo/FOODON_03310847,food,food,
3011,42320 - chestnut flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544232,food,food,
3012,parakeelya plant,http://purl.obolibrary.org/obo/FOODON_03414724,food,food,
3013,vegetable (creamed with whole milk solids),http://purl.obolibrary.org/obo/FOODON_03305277,food,food,
3014,syrup,http://purl.obolibrary.org/obo/FOODON_03303225,food,food,
3015,kitefin shark familie,http://purl.obolibrary.org/obo/FOODON_03414115,food,food,
